#genome	all_coding_data	all_data	asm_name	ass_id	assembly_accession	assembly_level	bioproject	biosample	dwlf	faa_lname	ffn_lname	fna_lname	frn_lname	ftp_path	gbrs_paired_asm	genome	genome_rep	infraspecific_name	isolate	organism_name	outdir	paired_asm_comp	refseq_category	release_type	score_faa	score_fna	score_rrna	score_trna	seq_rel_date	species_taxid	submitter	taxid	taxonomy	version_status	wgs_master
G000885135	Y	N	ViralProj39629	G000885135	GCF_000885135.1	Complete Genome	PRJNA39629		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000885135.1_ViralProj39629	G000885135.faa.bz2	G000885135.ffn.bz2	G000885135.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000885135.1_ViralProj39629	na	G000885135	Full	strain=CB-B		Circovirus-like genome CB-B	microbes	na	na	Major	0.1	0.999	0	0	2009/05/07	642257	NA	642257	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Circovirus_like_genome_CB_B	latest	NA
G000868485	Y	N	ViralProj17757	G000868485	GCF_000868485.1	Complete Genome	PRJNA17757		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000868485.1_ViralProj17757	G000868485.faa.bz2	G000868485.ffn.bz2	G000868485.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000868485.1_ViralProj17757	na	G000868485	Full			Lactococcus phage 712	microbes	na	na	Major	0.1	1	0	0	2005/11/16	213769	NA	213769	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Skunalikevirus|s__Lactococcus_phage_712	latest	NA
G000899235	Y	N	ViralProj174780	G000899235	GCF_000899235.1	Complete Genome	PRJNA174780		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000899235.1_ViralProj174780	G000899235.faa.bz2	G000899235.ffn.bz2	G000899235.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000899235.1_ViralProj174780	na	G000899235	Full		MeYVMVA[Okra:Ludhiana:2010]	Mesta yellow vein mosaic virus-associated alphasatellite	microbes	na	na	Major	0.1	1	0	0	2012/08/30	1225643	NA	1225643	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Mesta_yellow_vein_mosaic_virus_associated_alphasatellite	latest	NA
G001431975	Y	N	ViralProj301020	G001431975	GCF_001431975.1	Complete Genome	PRJNA301020		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001431975.1_ViralProj301020	G001431975.faa.bz2	G001431975.ffn.bz2	G001431975.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001431975.1_ViralProj301020	na	G001431975	Full		Geelong	Teviot virus	microbes	na	na	Major	0.1	1	0	0	2015/02/25	1554501	NA	1554501	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Mononegavirales|f__Paramyxoviridae|g__Paramyxoviridae_noname|s__Teviot_virus	latest	NA
G000888295	Y	N	ViralProj48179	G000888295	GCF_000888295.1	Complete Genome	PRJNA48179		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000888295.1_ViralProj48179	G000888295.faa.bz2	G000888295.ffn.bz2	G000888295.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000888295.1_ViralProj48179	na	G000888295	Full		Pt-TTV8-II	Torque teno mini virus 4	microbes	na	na	Major	0.1	1	0	0	2000/12/15	687372	NA	687372	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Anelloviridae|g__Betatorquevirus|s__Torque_teno_mini_virus_4	latest	NA
G000852885	Y	N	ViralMultiSegProj14777	G000852885	GCF_000852885.1	Complete Genome	PRJNA14777		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000852885.1_ViralMultiSegProj14777	G000852885.faa.bz2	G000852885.ffn.bz2	G000852885.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000852885.1_ViralMultiSegProj14777	na	G000852885	Full			Pepper ringspot virus	microbes	na	na	Major	0.1	0.463	0	0	1993/09/10	31750	NA	31750	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Virgaviridae|g__Tobravirus|s__Pepper_ringspot_virus	latest	NA
G000927455	Y	N	ViralProj266722	G000927455	GCF_000927455.1	Complete Genome	PRJNA266722		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000927455.1_ViralProj266722	G000927455.faa.bz2	G000927455.ffn.bz2	G000927455.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000927455.1_ViralProj266722	na	G000927455	Full		AB5301	Strawberry polerovirus 1	microbes	na	na	Major	0.1	1	0	0	2014/10/28	1564903	NA	1564903	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Luteoviridae|g__Polerovirus|s__Strawberry_polerovirus_1	latest	NA
G000840505	Y	N	ViralMultiSegProj14258	G000840505	GCF_000840505.1	Complete Genome	PRJNA14258		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000840505.1_ViralMultiSegProj14258	G000840505.faa.bz2	G000840505.ffn.bz2	G000840505.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000840505.1_ViralMultiSegProj14258	na	G000840505	Full		Sinaloa SO-1045	Rhynchosia golden mosaic virus	microbes	na	na	Major	0.1	0.34	0	0	2008/01/14	117198	NA	117198	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Rhynchosia_golden_mosaic_virus	latest	NA
G000851285	Y	N	ViralMultiSegProj14774	G000851285	GCF_000851285.1	Complete Genome	PRJNA14774		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000851285.1_ViralMultiSegProj14774	G000851285.faa.bz2	G000851285.ffn.bz2	G000851285.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000851285.1_ViralMultiSegProj14774	na	G000851285	Full	strain=tomato		Pelargonium zonate spot virus	microbes	na	na	Major	0.1	0.298	0	0	2002/03/21	116056	NA	116056	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Bromoviridae|g__Anulavirus|s__Pelargonium_zonate_spot_virus	latest	NA
G000912215	Y	N	ViralMultiSegProj225930	G000912215	GCF_000912215.1	Complete Genome	PRJNA225930		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000912215.1_ViralMultiSegProj225930	G000912215.faa.bz2	G000912215.ffn.bz2	G000912215.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000912215.1_ViralMultiSegProj225930	na	G000912215	Full	strain=12-2		Mobuck virus	microbes	na	na	Major	0.1	0.181	0	0	2013/10/22	1408137	NA	1408137	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Reoviridae|g__Orbivirus|s__Mobuck_virus	latest	NA
G000858565	Y	N	ViralMultiSegProj15259	G000858565	GCF_000858565.1	Complete Genome	PRJNA15259		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000858565.1_ViralMultiSegProj15259	G000858565.faa.bz2	G000858565.ffn.bz2	G000858565.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000858565.1_ViralMultiSegProj15259	na	G000858565	Full	strain=bg3		Mungbean yellow mosaic India virus	microbes	na	na	Major	0.1	0.349	0	0	1999/06/01	223287	NA	223287	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Mungbean_yellow_mosaic_India_virus	latest	NA
G000854905	Y	N	ViralProj15038	G000854905	GCF_000854905.1	Complete Genome	PRJNA15038		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000854905.1_ViralProj15038	G000854905.faa.bz2	G000854905.ffn.bz2	G000854905.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000854905.1_ViralProj15038	na	G000854905	Full			Sweet potato chlorotic fleck virus	microbes	na	na	Major	0.1	1	0	0	2004/02/12	263004	NA	263004	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Sweet_potato_chlorotic_fleck_virus	latest	NA
G000921315	Y	N	ViralProj255102	G000921315	GCF_000921315.1	Complete Genome	PRJNA255102		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000921315.1_ViralProj255102	G000921315.faa.bz2	G000921315.ffn.bz2	G000921315.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000921315.1_ViralProj255102	na	G000921315	Full	strain=IDA4		Pigeon adenovirus 1	microbes	na	na	Major	0.1	1	0	0	2014/03/26	1548417	NA	764030	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Adenoviridae|g__Aviadenovirus|s__Pigeon_aviadenovirus_A|t__Pigeon_adenovirus_1	latest	NA
G000845945	Y	N	ViralProj14520	G000845945	GCF_000845945.1	Complete Genome	PRJNA14520		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000845945.1_ViralProj14520	G000845945.faa.bz2	G000845945.ffn.bz2	G000845945.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000845945.1_ViralProj14520	na	G000845945	Full	strain=127		Duck adenovirus A	microbes	na	na	Major	0.1	1	0	0	1997/06/01	130328	NA	130328	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Adenoviridae|g__Atadenovirus|s__Duck_adenovirus_A	latest	NA
G000928435	Y	N	ViralProj274104	G000928435	GCF_000928435.1	Complete Genome	PRJNA274104		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000928435.1_ViralProj274104	G000928435.faa.bz2	G000928435.ffn.bz2	G000928435.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000928435.1_ViralProj274104	na	G000928435	Full		SaCV-26_NZ-BS4339-2012	Sewage-associated circular DNA virus-26	microbes	na	na	Major	0.1	1	0	0	2015/01/07	1592093	NA	1592093	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Sewage_associated_circular_DNA_virus_26	latest	NA
G000897995	Y	N	ViralMultiSegProj178635	G000897995	GCF_000897995.1	Complete Genome	PRJNA178635		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000897995.1_ViralMultiSegProj178635	G000897995.faa.bz2	G000897995.ffn.bz2	G000897995.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000897995.1_ViralMultiSegProj178635	na	G000897995	Full		Campeche	Blechum interveinal chlorosis virus	microbes	na	na	Major	0.1	0.346	0	0	2012/10/24	1246650	NA	1246650	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Blechum_interveinal_chlorosis_virus	latest	NA
G000903455	Y	N	ViralProj181247	G000903455	GCF_000903455.1	Complete Genome	PRJNA181247		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000903455.1_ViralProj181247	G000903455.faa.bz2	G000903455.ffn.bz2	G000903455.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000903455.1_ViralProj181247	na	G000903455	Full		US-MO123	Porcine astrovirus 3	microbes	na	na	Major	0.1	1	0	0	2012/11/09	1254425	NA	1254425	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Astroviridae|g__Mamastrovirus|s__Porcine_astrovirus_3	latest	NA
G001028985	Y	N	ViralProj286937	G001028985	GCF_001028985.1	Complete Genome	PRJNA286937		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001028985.1_ViralProj286937	G001028985.faa.bz2	G001028985.ffn.bz2	G001028985.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001028985.1_ViralProj286937	na	G001028985	Full	strain=TH-2013a		Camponotus yamaokai virus	microbes	na	na	Major	0.1	1	0	0	2015/04/29	1608533	NA	1608533	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Totiviridae|g__Totiviridae_noname|s__Camponotus_yamaokai_virus	latest	NA
G000845025	Y	Y	ViralProj14500	G000845025	GCF_000845025.2	Complete Genome	PRJNA14500		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000845025.2_ViralProj14500	G000845025.faa.bz2	G000845025.ffn.bz2	G000845025.fna.bz2	G000845025.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000845025.2_ViralProj14500	na	G000845025	Full			Pseudomonas phage D3	microbes	na	na	Major	0.1	1	0.1	0.1	2010/03/24	31535	NA	31535	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__D3likevirus|s__Pseudomonas_phage_D3	latest	NA
G000882295	Y	N	ViralProj32321	G000882295	GCF_000882295.1	Complete Genome	PRJNA32321		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000882295.1_ViralProj32321	G000882295.faa.bz2	G000882295.ffn.bz2	G000882295.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000882295.1_ViralProj32321	na	G000882295	Full			Lactococcus phage bIL67	microbes	na	na	Major	0.1	1	0	0	1994/08/05	36343	NA	36343	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus|s__Lactococcus_phage_bIL67	latest	NA
G000921155	Y	N	ViralProj253384	G000921155	GCF_000921155.1	Complete Genome	PRJNA253384		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000921155.1_ViralProj253384	G000921155.faa.bz2	G000921155.ffn.bz2	G000921155.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000921155.1_ViralProj253384	na	G000921155	Full			Listeria phage LP-114	microbes	na	na	Major	0.1	1	0	0	2014/03/03	1458857	NA	1458857	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Listeria_phage_LP_114	latest	NA
G001461325	Y	N	ViralProj304913	G001461325	GCF_001461325.1	Complete Genome	PRJNA304913		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001461325.1_ViralProj304913	G001461325.faa.bz2	G001461325.ffn.bz2	G001461325.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001461325.1_ViralProj304913	na	G001461325	Full		HAZ3-6	Sclerotinia sclerotiorum mitovirus 3	microbes	na	na	Major	0.1	1	0	0	2015/11/29	1279099	NA	1279099	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Narnaviridae|g__Mitovirus|s__Sclerotinia_sclerotiorum_mitovirus_3	latest	NA
G000924235	N	N	ViralProj260752	G000924235	GCF_000924235.1	Complete Genome	PRJNA260752		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000924235.1_ViralProj260752			G000924235.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000924235.1_ViralProj260752	na	G000924235	Full		18-2	Ethiopian tobacco bushy top virus satellite RNA	microbes	na	na	Major	0	1	0	0	2014/08/25	1538550	NA	1538550	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Ethiopian_tobacco_bushy_top_virus_satellite_RNA	latest	NA
G000896115	Y	N	ViralProj157261	G000896115	GCF_000896115.1	Complete Genome	PRJNA157261		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000896115.1_ViralProj157261	G000896115.faa.bz2	G000896115.ffn.bz2	G000896115.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000896115.1_ViralProj157261	na	G000896115	Full			Halorubrum pleomorphic virus 6	microbes	na	na	Major	0.1	1	0	0	2012/03/08	1156721	NA	1156721	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Halorubrum_pleomorphic_virus_6	latest	NA
G000892795	Y	N	ViralProj67691	G000892795	GCF_000892795.1	Complete Genome	PRJNA67691		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000892795.1_ViralProj67691	G000892795.faa.bz2	G000892795.ffn.bz2	G000892795.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000892795.1_ViralProj67691	na	G000892795	Full	strain=03/641		Pigeon picornavirus B	microbes	na	na	Major	0.1	1	0	0	2011/06/01	928289	NA	928289	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Picornaviridae|g__Picornaviridae_noname|s__Pigeon_picornavirus_B	latest	NA
G000883655	Y	N	ViralProj34847	G000883655	GCF_000883655.1	Complete Genome	PRJNA34847		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000883655.1_ViralProj34847	G000883655.faa.bz2	G000883655.ffn.bz2	G000883655.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000883655.1_ViralProj34847	na	G000883655	Full			Human papillomavirus type 108	microbes	na	na	Major	0.1	1	0	0	2009/03/09	1175848	NA	565537	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_6|t__Human_papillomavirus_type_108	latest	NA
G000922495	Y	N	ViralProj260479	G000922495	GCF_000922495.1	Complete Genome	PRJNA260479		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000922495.1_ViralProj260479	G000922495.faa.bz2	G000922495.ffn.bz2	G000922495.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000922495.1_ViralProj260479	na	G000922495	Full			Enterobacteria phage EK99P-1	microbes	na	na	Major	0.1	1	0	0	2014/08/21	1527514	NA	1527514	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Enterobacteria_phage_EK99P_1	latest	NA
G001444045	Y	N	ViralProj302032	G001444045	GCF_001444045.1	Complete Genome	PRJNA302032		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001444045.1_ViralProj302032	G001444045.faa.bz2	G001444045.ffn.bz2	G001444045.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001444045.1_ViralProj302032	na	G001444045	Full	strain=SCL		Shuangao lacewing virus 2	microbes	na	na	Major	0.1	1	0	0	2015/10/29	1746064	NA	1746064	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Shuangao_lacewing_virus_2	latest	NA
G000871925	Y	N	ViralProj20665	G000871925	GCF_000871925.1	Complete Genome	PRJNA20665		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000871925.1_ViralProj20665	G000871925.faa.bz2	G000871925.ffn.bz2	G000871925.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000871925.1_ViralProj20665	na	G000871925	Full			Coleus vein necrosis virus	microbes	na	na	Major	0.1	1	0	0	2007/08/09	404404	NA	404404	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Coleus_vein_necrosis_virus	latest	NA
G000880355	Y	N	ViralProj30837	G000880355	GCF_000880355.1	Complete Genome	PRJNA30837		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000880355.1_ViralProj30837	G000880355.faa.bz2	G000880355.ffn.bz2	G000880355.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000880355.1_ViralProj30837	na	G000880355	Full			Tomato leaf curl Kumasi virus	microbes	na	reference genome	Major	0.1	1	0	0	2008/07/24	548915	NA	548915	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_Kumasi_virus	latest	NA
G001646175	Y	N	ViralProj321702	G001646175	GCF_001646175.1	Complete Genome	PRJNA321702		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001646175.1_ViralProj321702	G001646175.faa.bz2	G001646175.ffn.bz2	G001646175.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001646175.1_ViralProj321702	na	G001646175	Full		56_Coc3310_hare	Porcine stool-associated circular virus	microbes	na	na	Major	0.1	1	0	0	2016/05/04	1843773	NA	1843773	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Porcine_stool_associated_circular_virus	latest	NA
G000920435	Y	N	ViralProj242978	G000920435	GCF_000920435.1	Complete Genome	PRJNA242978		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000920435.1_ViralProj242978	G000920435.faa.bz2	G000920435.ffn.bz2	G000920435.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000920435.1_ViralProj242978	na	G000920435	Full		TJ	Porcine parvovirus 6	microbes	na	na	Major	0.1	1	0	0	2014/03/17	1472911	NA	1472911	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Parvoviridae|g__Protoparvovirus|s__Porcine_parvovirus_6	latest	NA
G000899755	Y	N	ViralProj169231	G000899755	GCF_000899755.1	Complete Genome	PRJNA169231		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000899755.1_ViralProj169231	G000899755.faa.bz2	G000899755.ffn.bz2	G000899755.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000899755.1_ViralProj169231	na	G000899755	Full		phiCPV4	Clostridium phage phiCPV4	microbes	na	na	Major	0.1	1	0	0	2012/04/06	1162305	NA	1162305	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Podoviridae_noname|s__Clostridium_phage_phiCPV4	latest	NA
G000916035	Y	N	ViralProj237476	G000916035	GCF_000916035.1	Complete Genome	PRJNA237476		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000916035.1_ViralProj237476	G000916035.faa.bz2	G000916035.ffn.bz2	G000916035.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000916035.1_ViralProj237476	na	G000916035	Full		DflaCV-2_NZ-PG8-LS	Dragonfly larvae associated circular virus-2	microbes	na	na	Major	0.1	1	0	0	2014/01/28	1454023	NA	1454023	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Dragonfly_larvae_associated_circular_virus_2	latest	NA
G000930775	Y	N	ViralProj272150	G000930775	GCF_000930775.1	Complete Genome	PRJNA272150		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000930775.1_ViralProj272150	G000930775.faa.bz2	G000930775.ffn.bz2	G000930775.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000930775.1_ViralProj272150	na	G000930775	Full		1	Phomopsis vexans RNA virus	microbes	na	na	Major	0.1	1	0	0	2014/12/22	1580605	NA	1580605	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Totiviridae|g__Victorivirus|s__Phomopsis_vexans_RNA_virus	latest	NA
G001042155	Y	Y	ViralProj287976	G001042155	GCF_001042155.1	Complete Genome	PRJNA287976		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001042155.1_ViralProj287976	G001042155.faa.bz2	G001042155.ffn.bz2	G001042155.fna.bz2	G001042155.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001042155.1_ViralProj287976	na	G001042155	Full			Acinetobacter phage YMC13/03/R2096	microbes	na	na	Major	0.1	1	0.1	0.6	2014/11/03	1560342	NA	1560342	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Acinetobacter_phage_YMC13_03_R2096	latest	NA
G000889655	Y	N	ViralProj61947	G000889655	GCF_000889655.1	Complete Genome	PRJNA61947		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000889655.1_ViralProj61947	G000889655.faa.bz2	G000889655.ffn.bz2	G000889655.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000889655.1_ViralProj61947	na	G000889655	Full		PKgoat21	Cyclovirus PKgoat21/PAK/2009	microbes	na	na	Major	0.1	1	0	0	2011/01/05	942033	NA	942033	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Circoviridae|g__Circoviridae_noname|s__Cyclovirus_PKgoat21_PAK_2009	latest	NA
G000885895	Y	N	ViralProj40309	G000885895	GCF_000885895.1	Complete Genome	PRJNA40309		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000885895.1_ViralProj40309	G000885895.faa.bz2	G000885895.ffn.bz2	G000885895.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000885895.1_ViralProj40309	na	G000885895	Full			Ovine mastadenovirus A	microbes	na	na	Major	0.1	1	0	0	2003/08/16	114424	NA	114424	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Adenoviridae|g__Mastadenovirus|s__Ovine_mastadenovirus_A	latest	NA
G001504915	Y	N	ViralProj307888	G001504915	GCF_001504915.1	Complete Genome	PRJNA307888		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001504915.1_ViralProj307888	G001504915.faa.bz2	G001504915.ffn.bz2	G001504915.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001504915.1_ViralProj307888	na	G001504915	Full			Paenibacillus phage Tripp	microbes	na	na	Major	0.1	1	0	0	2015/10/06	1718161	NA	1718161	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Paenibacillus_phage_Tripp	latest	NA
G000903435	Y	N	ViralProj181243	G000903435	GCF_000903435.1	Complete Genome	PRJNA181243		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000903435.1_ViralProj181243	G000903435.faa.bz2	G000903435.ffn.bz2	G000903435.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000903435.1_ViralProj181243	na	G000903435	Full		PR_NZ70_2009	Dragonfly-associated mastrevirus	microbes	na	na	Major	0.1	1	0	0	2012/11/06	1249648	NA	1249648	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Mastrevirus|s__Dragonfly_associated_mastrevirus	latest	NA
G000864705	Y	N	ViralProj15461	G000864705	GCF_000864705.1	Complete Genome	PRJNA15461		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000864705.1_ViralProj15461	G000864705.faa.bz2	G000864705.ffn.bz2	G000864705.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000864705.1_ViralProj15461	na	G000864705	Full			Sweet potato leaf curl virus	microbes	na	na	Major	0.1	1	0	0	1999/08/05	100755	NA	100755	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Sweet_potato_leaf_curl_virus	latest	NA
